timestamp,num_switches,num_flows,flow_stats_update_ms
1778126571.822216,2,0,0.006,0.0,0.0,0,0,0
1778126572.742959,2,3,0.05,2.455,300.0,3,272,21056
1778126573.7932456,2,2,0.057,1.71,0.0,2,0,0
1778126574.9019122,2,2,0.05,1.934,0.0,2,177,17318
1778126575.9330616,2,2,0.053,1.956,0.0,2,12,816
1778126576.9353323,2,2,0.05,1.956,0.0,2,868,868636
1778126577.9370418,2,2,0.059,3.96,0.0,2,2127,2044972
1778126578.9385104,2,2,0.05,1.952,0.0,2,1165,1164210
1778126579.9390738,2,2,0.397,1.948,0.0,2,1113,1134466
1778126580.9395535,2,2,0.054,1.944,0.0,2,258,249188
1778126581.9412572,2,2,0.051,2.946,0.0,2,712,673520
1778126582.9418423,2,2,0.05,1.942,0.0,2,1270,1314636
1778126583.9419115,2,2,0.054,2.94,0.0,2,2858,2991380
1778126584.9423766,2,2,0.052,1.934,0.0,2,731,755046
1778126585.9450486,2,2,0.126,1.934,0.0,2,1031,1045350
1778126586.9459143,2,2,0.05,2.935,0.0,2,1851,1886106
1778126587.946803,2,2,0.051,2.934,0.0,2,2411,2496798
1778126588.9478302,2,2,0.05,1.926,0.0,2,2117,2216634
1778126589.949828,2,2,0.154,3.928,0.0,2,4199,4581022
1778126590.949455,2,2,0.068,3.925,0.0,2,2834,3106368
1778126591.9511077,2,2,0.161,1.92,0.0,2,603,550798
1778126592.950763,2,2,0.052,1.916,0.0,2,1627,1663118
1778126593.9534464,2,2,0.051,1.914,0.0,2,266,263580
1778126594.9543965,2,2,0.191,3.916,0.0,2,557,509112
1778126595.9544375,2,2,0.053,1.908,0.0,2,1267,1270742
1778126596.9543874,2,2,0.05,1.906,0.0,2,917,959386
1778126597.9552615,2,2,0.065,3.907,0.0,2,2618,2729044
1778126598.9571297,2,2,0.249,1.9,0.0,2,2072,2183184
1778126599.9581957,2,2,0.048,1.898,0.0,2,915,990542
1778126600.9585907,2,2,0.051,1.893,0.0,2,1343,1444158
1778126601.96153,2,2,0.082,1.89,0.0,2,970,1001564
1778126602.9606137,2,2,0.066,2.888,0.0,2,2057,2133046
1778126603.9601734,2,2,0.053,1.882,0.0,2,1125,1156410
1778126604.9611323,2,2,0.157,2.88,0.0,2,861,829194
1778126605.9608943,2,2,0.208,2.875,0.0,2,1155,1153694
1778126606.9629803,2,2,0.048,1.868,0.0,2,1283,1324150
1778126607.962617,2,2,0.045,2.869,0.0,2,1276,1277992
1778126608.964188,2,2,0.045,3.868,0.0,2,1584,1575424
1778126609.9649706,2,2,0.041,1.862,0.0,2,701,718698
1778126610.9652464,2,2,0.039,1.861,0.0,2,824,830640
1778126611.9675167,2,2,0.059,2.862,0.0,2,1237,1218410
1778126612.967786,2,2,0.05,1.856,0.0,2,1614,1668068
1778126613.9682555,2,2,0.051,1.851,0.0,2,434,436644
1778126614.9688976,2,2,0.057,1.844,0.0,2,1175,1184366
1778126615.9684255,2,2,0.055,1.84,0.0,2,436,438504
1778126616.9699097,2,2,0.191,2.836,0.0,2,1227,1232262
1778126617.9702115,2,2,0.055,4.836,0.0,2,2429,2460002
1778126618.9711447,2,2,0.051,1.827,0.0,2,1269,1356938
1778126619.974147,2,2,0.053,2.826,0.0,2,2756,3017264
1778126620.9741168,2,2,0.156,1.814,0.0,2,698,750780
1778126621.9747655,2,2,0.021,2.813,0.0,2,1866,2007420
1778126622.9752007,2,2,0.024,1.808,0.0,2,1160,1281520
1778126623.9765344,2,2,0.027,1.805,0.0,2,2008,2210128
1778126624.978584,2,2,0.022,1.806,0.0,2,252,256032
1778126625.9860716,2,2,0.121,2.819,0.0,2,1595,1603138
1778126626.9872594,2,2,0.028,1.814,0.0,2,2124,2271282
1778126627.9880266,2,2,0.09,1.81,0.0,2,426,436324
1778126628.9890883,2,2,0.026,1.806,0.0,2,571,551686
1778126629.9892125,2,2,0.02,3.808,0.0,2,860,802264
1778126630.991323,2,2,0.021,1.802,0.0,2,1246,1188524
1778126631.9948933,2,2,0.018,2.803,0.0,2,1256,1298340
1778126632.9937944,2,2,0.075,1.795,0.0,2,571,558014
1778126633.9936976,2,2,0.053,1.788,0.0,2,804,1010992
1778126634.9956536,2,2,0.051,1.784,0.0,2,1389,1658858
1778126635.9953654,2,2,0.051,2.781,0.0,2,1952,2460012
1778126636.9955294,2,2,0.055,1.778,0.0,2,1069,1463314
1778126638.0003676,2,2,0.059,1.78,0.0,2,1253,1397018
1778126639.00136,2,2,0.052,3.782,0.0,2,3181,3838914
1778126640.00178,2,2,0.051,1.776,0.0,2,375,481702
1778126641.0043454,2,2,0.055,2.775,0.0,2,1555,1922086
1778126642.003792,2,2,0.225,1.768,0.0,2,606,812828
1778126643.0046353,2,2,0.05,1.764,0.0,2,790,1083556
1778126644.0055516,2,2,0.05,1.762,0.0,2,241,296450
1778126645.0079613,2,2,0.05,2.763,0.0,2,342,413380
1778126646.008249,2,2,0.068,1.757,0.0,2,326,478028
1778126647.0083427,2,2,0.081,1.752,0.0,2,211,274646
1778126648.0094643,2,2,0.051,3.752,0.0,2,438,534484
1778126649.0101442,2,2,0.049,1.744,0.0,2,713,716730
1778126650.010568,2,2,0.052,2.743,0.0,2,1313,1674402
1778126651.0115206,2,2,0.053,1.742,0.0,2,920,1351280
1778126652.0154812,2,2,0.088,1.744,0.0,2,1410,2264788
1778126653.0156806,2,2,0.054,1.736,0.0,2,519,784166
